vendor_id,vendor_code,vendor_name,vendor_kind_cd,q_level_cd,contact_name,tel_no,addr_txt,valid_flag
100,SUP-CF-0100,Chengdu High-Tech Surface Treatment Center,ERP_SERVICE,ERP_D,Ma Rui,13800000100,The procurement batch for Locking Nut has completed receiving inspection and is used for actuator assembly.,Y
101,SUP-CF-0101,Deyang Aviation Forging Co Ltd,ERP_MAKE,ERP_A,Zhang Jiancheng,13800000101,The procurement batch for Piston Rod Assembly has completed receiving inspection and is used for actuator assembly.,Y
102,SUP-CF-0102,Mianyang Precision Sensor Co Ltd,ERP_BUY,ERP_B,Li Hang,13800000102,The procurement batch for Cylinder Barrel Assembly has completed receiving inspection and is used for actuator assembly.,N
103,SUP-CF-0103,Chengdu Aviation Materials Supply Chain Co Ltd,ERP_ASSEMBLY,ERP_C,Wang Lijun,13800000103,The procurement batch for Front End Cap has completed receiving inspection and is used for actuator assembly.,Y
104,SUP-CF-0104,Zigong Aviation Rubber Products Plant,ERP_SERVICE,ERP_D,Zhao Min,13800000104,The procurement batch for Rear End Cap has completed receiving inspection and is used for actuator assembly.,Y
105,SUP-CF-0105,Chengdu Aviation Hydraulic Seals Co Ltd,ERP_MAKE,ERP_A,Chen Gong,13800000105,The procurement batch for Seal Ring Assembly has completed receiving inspection and is used for actuator assembly.,N
106,SUP-CF-0106,Sichuan Precision Bearing Manufacturing Plant,ERP_BUY,ERP_B,Liu Xiaofeng,13800000106,The procurement batch for Trunnion Bushing has completed receiving inspection and is used for actuator assembly.,Y
107,SUP-CF-0107,Southwest Aviation Hydraulic Accessories Plant,ERP_ASSEMBLY,ERP_C,Zhou Qian,13800000107,The procurement batch for Spherical Bearing has completed receiving inspection and is used for actuator assembly.,Y
108,SUP-CF-0108,Chengdu High-Tech Surface Treatment Center,ERP_SERVICE,ERP_D,Huang Zhiqiang,13800000108,The procurement batch for Throttle Connector has completed receiving inspection and is used for actuator assembly.,N
109,SUP-CF-0109,Deyang Aviation Forging Co Ltd,ERP_MAKE,ERP_A,Sun Wei,13800000109,The procurement batch for Displacement Sensor Bracket has completed receiving inspection and is used for actuator assembly.,Y
110,SUP-CF-0110,Mianyang Precision Sensor Co Ltd,ERP_BUY,ERP_B,Ma Rui,13800000110,The procurement batch for Locking Nut has completed receiving inspection and is used for actuator assembly.,Y
111,SUP-CF-0111,Chengdu Aviation Materials Supply Chain Co Ltd,ERP_ASSEMBLY,ERP_C,Zhang Jiancheng,13800000111,The procurement batch for Piston Rod Assembly has completed receiving inspection and is used for actuator assembly.,N
112,SUP-CF-0112,Zigong Aviation Rubber Products Plant,ERP_SERVICE,ERP_D,Li Hang,13800000112,The procurement batch for Cylinder Barrel Assembly has completed receiving inspection and is used for actuator assembly.,Y
113,SUP-CF-0113,Chengdu Aviation Hydraulic Seals Co Ltd,ERP_MAKE,ERP_A,Wang Lijun,13800000113,The procurement batch for Front End Cap has completed receiving inspection and is used for actuator assembly.,Y
114,SUP-CF-0114,Sichuan Precision Bearing Manufacturing Plant,ERP_BUY,ERP_B,Zhao Min,13800000114,The procurement batch for Rear End Cap has completed receiving inspection and is used for actuator assembly.,N
115,SUP-CF-0115,Southwest Aviation Hydraulic Accessories Plant,ERP_ASSEMBLY,ERP_C,Chen Gong,13800000115,The procurement batch for Seal Ring Assembly has completed receiving inspection and is used for actuator assembly.,Y
116,SUP-CF-0116,Chengdu High-Tech Surface Treatment Center,ERP_SERVICE,ERP_D,Liu Xiaofeng,13800000116,The procurement batch for Trunnion Bushing has completed receiving inspection and is used for actuator assembly.,Y
117,SUP-CF-0117,Deyang Aviation Forging Co Ltd,ERP_MAKE,ERP_A,Zhou Qian,13800000117,The procurement batch for Spherical Bearing has completed receiving inspection and is used for actuator assembly.,N
118,SUP-CF-0118,Mianyang Precision Sensor Co Ltd,ERP_BUY,ERP_B,Huang Zhiqiang,13800000118,The procurement batch for Throttle Connector has completed receiving inspection and is used for actuator assembly.,Y
119,SUP-CF-0119,Chengdu Aviation Materials Supply Chain Co Ltd,ERP_ASSEMBLY,ERP_C,Sun Wei,13800000119,The procurement batch for Displacement Sensor Bracket has completed receiving inspection and is used for actuator assembly.,Y
120,SUP-CF-0120,Zigong Aviation Rubber Products Plant,ERP_SERVICE,ERP_D,Ma Rui,13800000120,The procurement batch for Locking Nut has completed receiving inspection and is used for actuator assembly.,N
121,SUP-CF-0121,Chengdu Aviation Hydraulic Seals Co Ltd,ERP_MAKE,ERP_A,Zhang Jiancheng,13800000121,The procurement batch for Piston Rod Assembly has completed receiving inspection and is used for actuator assembly.,Y
122,SUP-CF-0122,Sichuan Precision Bearing Manufacturing Plant,ERP_BUY,ERP_B,Li Hang,13800000122,The procurement batch for Cylinder Barrel Assembly has completed receiving inspection and is used for actuator assembly.,Y
123,SUP-CF-0123,Southwest Aviation Hydraulic Accessories Plant,ERP_ASSEMBLY,ERP_C,Wang Lijun,13800000123,The procurement batch for Front End Cap has completed receiving inspection and is used for actuator assembly.,N
124,SUP-CF-0124,Chengdu High-Tech Surface Treatment Center,ERP_SERVICE,ERP_D,Zhao Min,13800000124,The procurement batch for Rear End Cap has completed receiving inspection and is used for actuator assembly.,Y
125,SUP-CF-0125,Deyang Aviation Forging Co Ltd,ERP_MAKE,ERP_A,Chen Gong,13800000125,The procurement batch for Seal Ring Assembly has completed receiving inspection and is used for actuator assembly.,Y
126,SUP-CF-0126,Mianyang Precision Sensor Co Ltd,ERP_BUY,ERP_B,Liu Xiaofeng,13800000126,The procurement batch for Trunnion Bushing has completed receiving inspection and is used for actuator assembly.,N
127,SUP-CF-0127,Chengdu Aviation Materials Supply Chain Co Ltd,ERP_ASSEMBLY,ERP_C,Zhou Qian,13800000127,The procurement batch for Spherical Bearing has completed receiving inspection and is used for actuator assembly.,Y
128,SUP-CF-0128,Zigong Aviation Rubber Products Plant,ERP_SERVICE,ERP_D,Huang Zhiqiang,13800000128,The procurement batch for Throttle Connector has completed receiving inspection and is used for actuator assembly.,Y
129,SUP-CF-0129,Chengdu Aviation Hydraulic Seals Co Ltd,ERP_MAKE,ERP_A,Sun Wei,13800000129,The procurement batch for Displacement Sensor Bracket has completed receiving inspection and is used for actuator assembly.,N
130,SUP-CF-0130,Sichuan Precision Bearing Manufacturing Plant,ERP_BUY,ERP_B,Ma Rui,13800000130,The procurement batch for Locking Nut has completed receiving inspection and is used for actuator assembly.,Y
131,SUP-CF-0131,Southwest Aviation Hydraulic Accessories Plant,ERP_ASSEMBLY,ERP_C,Zhang Jiancheng,13800000131,The procurement batch for Piston Rod Assembly has completed receiving inspection and is used for actuator assembly.,Y
132,SUP-CF-0132,Chengdu High-Tech Surface Treatment Center,ERP_SERVICE,ERP_D,Li Hang,13800000132,The procurement batch for Cylinder Barrel Assembly has completed receiving inspection and is used for actuator assembly.,N
133,SUP-CF-0133,Deyang Aviation Forging Co Ltd,ERP_MAKE,ERP_A,Wang Lijun,13800000133,The procurement batch for Front End Cap has completed receiving inspection and is used for actuator assembly.,Y
134,SUP-CF-0134,Mianyang Precision Sensor Co Ltd,ERP_BUY,ERP_B,Zhao Min,13800000134,The procurement batch for Rear End Cap has completed receiving inspection and is used for actuator assembly.,Y
135,SUP-CF-0135,Chengdu Aviation Materials Supply Chain Co Ltd,ERP_ASSEMBLY,ERP_C,Chen Gong,13800000135,The procurement batch for Seal Ring Assembly has completed receiving inspection and is used for actuator assembly.,N
136,SUP-CF-0136,Zigong Aviation Rubber Products Plant,ERP_SERVICE,ERP_D,Liu Xiaofeng,13800000136,The procurement batch for Trunnion Bushing has completed receiving inspection and is used for actuator assembly.,Y
137,SUP-CF-0137,Chengdu Aviation Hydraulic Seals Co Ltd,ERP_MAKE,ERP_A,Zhou Qian,13800000137,The procurement batch for Spherical Bearing has completed receiving inspection and is used for actuator assembly.,Y
138,SUP-CF-0138,Sichuan Precision Bearing Manufacturing Plant,ERP_BUY,ERP_B,Huang Zhiqiang,13800000138,The procurement batch for Throttle Connector has completed receiving inspection and is used for actuator assembly.,N
139,SUP-CF-0139,Southwest Aviation Hydraulic Accessories Plant,ERP_ASSEMBLY,ERP_C,Sun Wei,13800000139,The procurement batch for Displacement Sensor Bracket has completed receiving inspection and is used for actuator assembly.,Y
140,SUP-CF-0140,Chengdu High-Tech Surface Treatment Center,ERP_SERVICE,ERP_D,Ma Rui,13800000140,The procurement batch for Locking Nut has completed receiving inspection and is used for actuator assembly.,Y
141,SUP-CF-0141,Deyang Aviation Forging Co Ltd,ERP_MAKE,ERP_A,Zhang Jiancheng,13800000141,The procurement batch for Piston Rod Assembly has completed receiving inspection and is used for actuator assembly.,N
142,SUP-CF-0142,Mianyang Precision Sensor Co Ltd,ERP_BUY,ERP_B,Li Hang,13800000142,The procurement batch for Cylinder Barrel Assembly has completed receiving inspection and is used for actuator assembly.,Y
143,SUP-CF-0143,Chengdu Aviation Materials Supply Chain Co Ltd,ERP_ASSEMBLY,ERP_C,Wang Lijun,13800000143,The procurement batch for Front End Cap has completed receiving inspection and is used for actuator assembly.,Y
144,SUP-CF-0144,Zigong Aviation Rubber Products Plant,ERP_SERVICE,ERP_D,Zhao Min,13800000144,The procurement batch for Rear End Cap has completed receiving inspection and is used for actuator assembly.,N
145,SUP-CF-0145,Chengdu Aviation Hydraulic Seals Co Ltd,ERP_MAKE,ERP_A,Chen Gong,13800000145,The procurement batch for Seal Ring Assembly has completed receiving inspection and is used for actuator assembly.,Y
146,SUP-CF-0146,Sichuan Precision Bearing Manufacturing Plant,ERP_BUY,ERP_B,Liu Xiaofeng,13800000146,The procurement batch for Trunnion Bushing has completed receiving inspection and is used for actuator assembly.,Y
147,SUP-CF-0147,Southwest Aviation Hydraulic Accessories Plant,ERP_ASSEMBLY,ERP_C,Zhou Qian,13800000147,The procurement batch for Spherical Bearing has completed receiving inspection and is used for actuator assembly.,N
148,SUP-CF-0148,Chengdu High-Tech Surface Treatment Center,ERP_SERVICE,ERP_D,Huang Zhiqiang,13800000148,The procurement batch for Throttle Connector has completed receiving inspection and is used for actuator assembly.,Y
149,SUP-CF-0149,Deyang Aviation Forging Co Ltd,ERP_MAKE,ERP_A,Sun Wei,13800000149,The procurement batch for Displacement Sensor Bracket has completed receiving inspection and is used for actuator assembly.,Y
150,SUP-CF-0150,Mianyang Precision Sensor Co Ltd,ERP_BUY,ERP_B,Ma Rui,13800000150,The procurement batch for Locking Nut has completed receiving inspection and is used for actuator assembly.,N
151,SUP-CF-0151,Chengdu Aviation Materials Supply Chain Co Ltd,ERP_ASSEMBLY,ERP_C,Zhang Jiancheng,13800000151,The procurement batch for Piston Rod Assembly has completed receiving inspection and is used for actuator assembly.,Y
152,SUP-CF-0152,Zigong Aviation Rubber Products Plant,ERP_SERVICE,ERP_D,Li Hang,13800000152,The procurement batch for Cylinder Barrel Assembly has completed receiving inspection and is used for actuator assembly.,Y
153,SUP-CF-0153,Chengdu Aviation Hydraulic Seals Co Ltd,ERP_MAKE,ERP_A,Wang Lijun,13800000153,The procurement batch for Front End Cap has completed receiving inspection and is used for actuator assembly.,N
154,SUP-CF-0154,Sichuan Precision Bearing Manufacturing Plant,ERP_BUY,ERP_B,Zhao Min,13800000154,The procurement batch for Rear End Cap has completed receiving inspection and is used for actuator assembly.,Y
155,SUP-CF-0155,Southwest Aviation Hydraulic Accessories Plant,ERP_ASSEMBLY,ERP_C,Chen Gong,13800000155,The procurement batch for Seal Ring Assembly has completed receiving inspection and is used for actuator assembly.,Y
156,SUP-CF-0156,Chengdu High-Tech Surface Treatment Center,ERP_SERVICE,ERP_D,Liu Xiaofeng,13800000156,The procurement batch for Trunnion Bushing has completed receiving inspection and is used for actuator assembly.,N
157,SUP-CF-0157,Deyang Aviation Forging Co Ltd,ERP_MAKE,ERP_A,Zhou Qian,13800000157,The procurement batch for Spherical Bearing has completed receiving inspection and is used for actuator assembly.,Y
158,SUP-CF-0158,Mianyang Precision Sensor Co Ltd,ERP_BUY,ERP_B,Huang Zhiqiang,13800000158,The procurement batch for Throttle Connector has completed receiving inspection and is used for actuator assembly.,Y
159,SUP-CF-0159,Chengdu Aviation Materials Supply Chain Co Ltd,ERP_ASSEMBLY,ERP_C,Sun Wei,13800000159,The procurement batch for Displacement Sensor Bracket has completed receiving inspection and is used for actuator assembly.,N
160,SUP-CF-0160,Zigong Aviation Rubber Products Plant,ERP_SERVICE,ERP_D,Ma Rui,13800000160,The procurement batch for Locking Nut has completed receiving inspection and is used for actuator assembly.,Y
161,SUP-CF-0161,Chengdu Aviation Hydraulic Seals Co Ltd,ERP_MAKE,ERP_A,Zhang Jiancheng,13800000161,The procurement batch for Piston Rod Assembly has completed receiving inspection and is used for actuator assembly.,Y
162,SUP-CF-0162,Sichuan Precision Bearing Manufacturing Plant,ERP_BUY,ERP_B,Li Hang,13800000162,The procurement batch for Cylinder Barrel Assembly has completed receiving inspection and is used for actuator assembly.,N
163,SUP-CF-0163,Southwest Aviation Hydraulic Accessories Plant,ERP_ASSEMBLY,ERP_C,Wang Lijun,13800000163,The procurement batch for Front End Cap has completed receiving inspection and is used for actuator assembly.,Y
164,SUP-CF-0164,Chengdu High-Tech Surface Treatment Center,ERP_SERVICE,ERP_D,Zhao Min,13800000164,The procurement batch for Rear End Cap has completed receiving inspection and is used for actuator assembly.,Y
165,SUP-CF-0165,Deyang Aviation Forging Co Ltd,ERP_MAKE,ERP_A,Chen Gong,13800000165,The procurement batch for Seal Ring Assembly has completed receiving inspection and is used for actuator assembly.,N
166,SUP-CF-0166,Mianyang Precision Sensor Co Ltd,ERP_BUY,ERP_B,Liu Xiaofeng,13800000166,The procurement batch for Trunnion Bushing has completed receiving inspection and is used for actuator assembly.,Y
167,SUP-CF-0167,Chengdu Aviation Materials Supply Chain Co Ltd,ERP_ASSEMBLY,ERP_C,Zhou Qian,13800000167,The procurement batch for Spherical Bearing has completed receiving inspection and is used for actuator assembly.,Y
168,SUP-CF-0168,Zigong Aviation Rubber Products Plant,ERP_SERVICE,ERP_D,Huang Zhiqiang,13800000168,The procurement batch for Throttle Connector has completed receiving inspection and is used for actuator assembly.,N
169,SUP-CF-0169,Chengdu Aviation Hydraulic Seals Co Ltd,ERP_MAKE,ERP_A,Sun Wei,13800000169,The procurement batch for Displacement Sensor Bracket has completed receiving inspection and is used for actuator assembly.,Y
170,SUP-CF-0170,Sichuan Precision Bearing Manufacturing Plant,ERP_BUY,ERP_B,Ma Rui,13800000170,The procurement batch for Locking Nut has completed receiving inspection and is used for actuator assembly.,Y
171,SUP-CF-0171,Southwest Aviation Hydraulic Accessories Plant,ERP_ASSEMBLY,ERP_C,Zhang Jiancheng,13800000171,The procurement batch for Piston Rod Assembly has completed receiving inspection and is used for actuator assembly.,N
172,SUP-CF-0172,Chengdu High-Tech Surface Treatment Center,ERP_SERVICE,ERP_D,Li Hang,13800000172,The procurement batch for Cylinder Barrel Assembly has completed receiving inspection and is used for actuator assembly.,Y
173,SUP-CF-0173,Deyang Aviation Forging Co Ltd,ERP_MAKE,ERP_A,Wang Lijun,13800000173,The procurement batch for Front End Cap has completed receiving inspection and is used for actuator assembly.,Y
174,SUP-CF-0174,Mianyang Precision Sensor Co Ltd,ERP_BUY,ERP_B,Zhao Min,13800000174,The procurement batch for Rear End Cap has completed receiving inspection and is used for actuator assembly.,N
175,SUP-CF-0175,Chengdu Aviation Materials Supply Chain Co Ltd,ERP_ASSEMBLY,ERP_C,Chen Gong,13800000175,The procurement batch for Seal Ring Assembly has completed receiving inspection and is used for actuator assembly.,Y
176,SUP-CF-0176,Zigong Aviation Rubber Products Plant,ERP_SERVICE,ERP_D,Liu Xiaofeng,13800000176,The procurement batch for Trunnion Bushing has completed receiving inspection and is used for actuator assembly.,Y
177,SUP-CF-0177,Chengdu Aviation Hydraulic Seals Co Ltd,ERP_MAKE,ERP_A,Zhou Qian,13800000177,The procurement batch for Spherical Bearing has completed receiving inspection and is used for actuator assembly.,N
178,SUP-CF-0178,Sichuan Precision Bearing Manufacturing Plant,ERP_BUY,ERP_B,Huang Zhiqiang,13800000178,The procurement batch for Throttle Connector has completed receiving inspection and is used for actuator assembly.,Y
179,SUP-CF-0179,Southwest Aviation Hydraulic Accessories Plant,ERP_ASSEMBLY,ERP_C,Sun Wei,13800000179,The procurement batch for Displacement Sensor Bracket has completed receiving inspection and is used for actuator assembly.,Y
180,SUP-CF-0180,Chengdu High-Tech Surface Treatment Center,ERP_SERVICE,ERP_D,Ma Rui,13800000180,The procurement batch for Locking Nut has completed receiving inspection and is used for actuator assembly.,N
181,SUP-CF-0181,Deyang Aviation Forging Co Ltd,ERP_MAKE,ERP_A,Zhang Jiancheng,13800000181,The procurement batch for Piston Rod Assembly has completed receiving inspection and is used for actuator assembly.,Y
182,SUP-CF-0182,Mianyang Precision Sensor Co Ltd,ERP_BUY,ERP_B,Li Hang,13800000182,The procurement batch for Cylinder Barrel Assembly has completed receiving inspection and is used for actuator assembly.,Y
183,SUP-CF-0183,Chengdu Aviation Materials Supply Chain Co Ltd,ERP_ASSEMBLY,ERP_C,Wang Lijun,13800000183,The procurement batch for Front End Cap has completed receiving inspection and is used for actuator assembly.,N
184,SUP-CF-0184,Zigong Aviation Rubber Products Plant,ERP_SERVICE,ERP_D,Zhao Min,13800000184,The procurement batch for Rear End Cap has completed receiving inspection and is used for actuator assembly.,Y
185,SUP-CF-0185,Chengdu Aviation Hydraulic Seals Co Ltd,ERP_MAKE,ERP_A,Chen Gong,13800000185,The procurement batch for Seal Ring Assembly has completed receiving inspection and is used for actuator assembly.,Y
186,SUP-CF-0186,Sichuan Precision Bearing Manufacturing Plant,ERP_BUY,ERP_B,Liu Xiaofeng,13800000186,The procurement batch for Trunnion Bushing has completed receiving inspection and is used for actuator assembly.,N
187,SUP-CF-0187,Southwest Aviation Hydraulic Accessories Plant,ERP_ASSEMBLY,ERP_C,Zhou Qian,13800000187,The procurement batch for Spherical Bearing has completed receiving inspection and is used for actuator assembly.,Y
188,SUP-CF-0188,Chengdu High-Tech Surface Treatment Center,ERP_SERVICE,ERP_D,Huang Zhiqiang,13800000188,The procurement batch for Throttle Connector has completed receiving inspection and is used for actuator assembly.,Y
189,SUP-CF-0189,Deyang Aviation Forging Co Ltd,ERP_MAKE,ERP_A,Sun Wei,13800000189,The procurement batch for Displacement Sensor Bracket has completed receiving inspection and is used for actuator assembly.,N
190,SUP-CF-0190,Mianyang Precision Sensor Co Ltd,ERP_BUY,ERP_B,Ma Rui,13800000190,The procurement batch for Locking Nut has completed receiving inspection and is used for actuator assembly.,Y
191,SUP-CF-0191,Chengdu Aviation Materials Supply Chain Co Ltd,ERP_ASSEMBLY,ERP_C,Zhang Jiancheng,13800000191,The procurement batch for Piston Rod Assembly has completed receiving inspection and is used for actuator assembly.,Y
192,SUP-CF-0192,Zigong Aviation Rubber Products Plant,ERP_SERVICE,ERP_D,Li Hang,13800000192,The procurement batch for Cylinder Barrel Assembly has completed receiving inspection and is used for actuator assembly.,N
193,SUP-CF-0193,Chengdu Aviation Hydraulic Seals Co Ltd,ERP_MAKE,ERP_A,Wang Lijun,13800000193,The procurement batch for Front End Cap has completed receiving inspection and is used for actuator assembly.,Y
194,SUP-CF-0194,Sichuan Precision Bearing Manufacturing Plant,ERP_BUY,ERP_B,Zhao Min,13800000194,The procurement batch for Rear End Cap has completed receiving inspection and is used for actuator assembly.,Y
195,SUP-CF-0195,Southwest Aviation Hydraulic Accessories Plant,ERP_ASSEMBLY,ERP_C,Chen Gong,13800000195,The procurement batch for Seal Ring Assembly has completed receiving inspection and is used for actuator assembly.,N
196,SUP-CF-0196,Chengdu High-Tech Surface Treatment Center,ERP_SERVICE,ERP_D,Liu Xiaofeng,13800000196,The procurement batch for Trunnion Bushing has completed receiving inspection and is used for actuator assembly.,Y
197,SUP-CF-0197,Deyang Aviation Forging Co Ltd,ERP_MAKE,ERP_A,Zhou Qian,13800000197,The procurement batch for Spherical Bearing has completed receiving inspection and is used for actuator assembly.,Y
198,SUP-CF-0198,Mianyang Precision Sensor Co Ltd,ERP_BUY,ERP_B,Huang Zhiqiang,13800000198,The procurement batch for Throttle Connector has completed receiving inspection and is used for actuator assembly.,N
199,SUP-CF-0199,Chengdu Aviation Materials Supply Chain Co Ltd,ERP_ASSEMBLY,ERP_C,Sun Wei,13800000199,The procurement batch for Displacement Sensor Bracket has completed receiving inspection and is used for actuator assembly.,Y
200,SUP-CF-0200,Zigong Aviation Rubber Products Plant,ERP_SERVICE,ERP_D,Ma Rui,13800000200,The procurement batch for Locking Nut has completed receiving inspection and is used for actuator assembly.,Y
