defect_log_id,inspection_doc_id,quality_event_doc_id,component_serial_no,part_serial_no,work_order_no,op_no,defect_code,defect_name,defect_position_text,severity_code,failure_desc,find_dept_code,find_dept_name
67,67,67,LGACT-2026-0067,PIN-2026-0067,WO-LG-2026-0067,OP040,DEF-HYD-05,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
68,68,68,LGACT-2026-0068,PIN-2026-0068,WO-LG-2026-0068,OP050,DEF-HYD-06,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Throttle Connector; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
69,69,69,LGACT-2026-0069,PIN-2026-0069,WO-LG-2026-0069,OP060,DEF-HYD-07,Actuation Hysteresis,Actuation Hysteresis involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
70,70,70,LGACT-2026-0070,PIN-2026-0070,WO-LG-2026-0070,OP070,DEF-HYD-08,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Locking Nut; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
71,71,71,LGACT-2026-0071,PIN-2026-0071,WO-LG-2026-0071,OP080,DEF-HYD-09,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
72,72,72,LGACT-2026-0072,PIN-2026-0072,WO-LG-2026-0072,OP010,DEF-HYD-01,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
73,73,73,LGACT-2026-0073,PIN-2026-0073,WO-LG-2026-0073,OP020,DEF-HYD-02,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Front End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
74,74,74,LGACT-2026-0074,PIN-2026-0074,WO-LG-2026-0074,OP030,DEF-HYD-03,Seal Ring Compression Damage,Seal Ring Compression Damage involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Rear End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
75,75,75,LGACT-2026-0075,PIN-2026-0075,WO-LG-2026-0075,OP040,DEF-HYD-04,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
76,76,76,LGACT-2026-0076,PIN-2026-0076,WO-LG-2026-0076,OP050,DEF-HYD-05,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
77,77,77,LGACT-2026-0077,PIN-2026-0077,WO-LG-2026-0077,OP060,DEF-HYD-06,Actuation Hysteresis,Actuation Hysteresis involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
78,78,78,LGACT-2026-0078,PIN-2026-0078,WO-LG-2026-0078,OP070,DEF-HYD-07,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Throttle Connector; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
79,79,79,LGACT-2026-0079,PIN-2026-0079,WO-LG-2026-0079,OP080,DEF-HYD-08,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
80,80,80,LGACT-2026-0080,PIN-2026-0080,WO-LG-2026-0080,OP010,DEF-HYD-09,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Locking Nut; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
81,81,81,LGACT-2026-0081,PIN-2026-0081,WO-LG-2026-0081,OP020,DEF-HYD-01,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
82,82,82,LGACT-2026-0082,PIN-2026-0082,WO-LG-2026-0082,OP030,DEF-HYD-02,Seal Ring Compression Damage,Seal Ring Compression Damage involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
83,83,83,LGACT-2026-0083,PIN-2026-0083,WO-LG-2026-0083,OP040,DEF-HYD-03,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Front End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
84,84,84,LGACT-2026-0084,PIN-2026-0084,WO-LG-2026-0084,OP050,DEF-HYD-04,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Rear End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
85,85,85,LGACT-2026-0085,PIN-2026-0085,WO-LG-2026-0085,OP060,DEF-HYD-05,Actuation Hysteresis,Actuation Hysteresis involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
86,86,86,LGACT-2026-0086,PIN-2026-0086,WO-LG-2026-0086,OP070,DEF-HYD-06,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
87,87,87,LGACT-2026-0087,PIN-2026-0087,WO-LG-2026-0087,OP080,DEF-HYD-07,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
88,88,88,LGACT-2026-0088,PIN-2026-0088,WO-LG-2026-0088,OP010,DEF-HYD-08,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Throttle Connector; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
89,89,89,LGACT-2026-0089,PIN-2026-0089,WO-LG-2026-0089,OP020,DEF-HYD-09,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
90,90,90,LGACT-2026-0090,PIN-2026-0090,WO-LG-2026-0090,OP030,DEF-HYD-01,Seal Ring Compression Damage,Seal Ring Compression Damage involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Locking Nut; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
91,91,91,LGACT-2026-0091,PIN-2026-0091,WO-LG-2026-0091,OP040,DEF-HYD-02,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
92,92,92,LGACT-2026-0092,PIN-2026-0092,WO-LG-2026-0092,OP050,DEF-HYD-03,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
93,93,93,LGACT-2026-0093,PIN-2026-0093,WO-LG-2026-0093,OP060,DEF-HYD-04,Actuation Hysteresis,Actuation Hysteresis involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Front End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
94,94,94,LGACT-2026-0094,PIN-2026-0094,WO-LG-2026-0094,OP070,DEF-HYD-05,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Rear End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
95,95,95,LGACT-2026-0095,PIN-2026-0095,WO-LG-2026-0095,OP080,DEF-HYD-06,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
96,96,96,LGACT-2026-0096,PIN-2026-0096,WO-LG-2026-0096,OP010,DEF-HYD-07,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
97,97,97,LGACT-2026-0097,PIN-2026-0097,WO-LG-2026-0097,OP020,DEF-HYD-08,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
98,98,98,LGACT-2026-0098,PIN-2026-0098,WO-LG-2026-0098,OP030,DEF-HYD-09,Seal Ring Compression Damage,Seal Ring Compression Damage involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Throttle Connector; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
99,99,99,LGACT-2026-0099,PIN-2026-0099,WO-LG-2026-0099,OP040,DEF-HYD-01,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
100,100,100,LGACT-2026-0100,PIN-2026-0100,WO-LG-2026-0100,OP050,DEF-HYD-02,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Locking Nut; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
101,101,101,LGACT-2026-0101,PIN-2026-0101,WO-LG-2026-0101,OP060,DEF-HYD-03,Actuation Hysteresis,Actuation Hysteresis involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
102,102,102,LGACT-2026-0102,PIN-2026-0102,WO-LG-2026-0102,OP070,DEF-HYD-04,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
103,103,103,LGACT-2026-0103,PIN-2026-0103,WO-LG-2026-0103,OP080,DEF-HYD-05,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Front End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
104,104,104,LGACT-2026-0104,PIN-2026-0104,WO-LG-2026-0104,OP010,DEF-HYD-06,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Rear End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
105,105,105,LGACT-2026-0105,PIN-2026-0105,WO-LG-2026-0105,OP020,DEF-HYD-07,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
106,106,106,LGACT-2026-0106,PIN-2026-0106,WO-LG-2026-0106,OP030,DEF-HYD-08,Seal Ring Compression Damage,Seal Ring Compression Damage involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
107,107,107,LGACT-2026-0107,PIN-2026-0107,WO-LG-2026-0107,OP040,DEF-HYD-09,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
108,108,108,LGACT-2026-0108,PIN-2026-0108,WO-LG-2026-0108,OP050,DEF-HYD-01,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Throttle Connector; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
109,109,109,LGACT-2026-0109,PIN-2026-0109,WO-LG-2026-0109,OP060,DEF-HYD-02,Actuation Hysteresis,Actuation Hysteresis involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
110,110,110,LGACT-2026-0110,PIN-2026-0110,WO-LG-2026-0110,OP070,DEF-HYD-03,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Locking Nut; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
111,111,111,LGACT-2026-0111,PIN-2026-0111,WO-LG-2026-0111,OP080,DEF-HYD-04,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
112,112,112,LGACT-2026-0112,PIN-2026-0112,WO-LG-2026-0112,OP010,DEF-HYD-05,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
113,113,113,LGACT-2026-0113,PIN-2026-0113,WO-LG-2026-0113,OP020,DEF-HYD-06,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Front End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
114,114,114,LGACT-2026-0114,PIN-2026-0114,WO-LG-2026-0114,OP030,DEF-HYD-07,Seal Ring Compression Damage,Seal Ring Compression Damage involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Rear End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
115,115,115,LGACT-2026-0115,PIN-2026-0115,WO-LG-2026-0115,OP040,DEF-HYD-08,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
116,116,116,LGACT-2026-0116,PIN-2026-0116,WO-LG-2026-0116,OP050,DEF-HYD-09,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
117,117,117,LGACT-2026-0117,PIN-2026-0117,WO-LG-2026-0117,OP060,DEF-HYD-01,Actuation Hysteresis,Actuation Hysteresis involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
118,118,118,LGACT-2026-0118,PIN-2026-0118,WO-LG-2026-0118,OP070,DEF-HYD-02,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Throttle Connector; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
119,119,119,LGACT-2026-0119,PIN-2026-0119,WO-LG-2026-0119,OP080,DEF-HYD-03,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
120,120,120,LGACT-2026-0120,PIN-2026-0120,WO-LG-2026-0120,OP010,DEF-HYD-04,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Locking Nut; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
121,121,121,LGACT-2026-0121,PIN-2026-0121,WO-LG-2026-0121,OP020,DEF-HYD-05,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
122,122,122,LGACT-2026-0122,PIN-2026-0122,WO-LG-2026-0122,OP030,DEF-HYD-06,Seal Ring Compression Damage,Seal Ring Compression Damage involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
123,123,123,LGACT-2026-0123,PIN-2026-0123,WO-LG-2026-0123,OP040,DEF-HYD-07,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Front End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
124,124,124,LGACT-2026-0124,PIN-2026-0124,WO-LG-2026-0124,OP050,DEF-HYD-08,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Rear End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
125,125,125,LGACT-2026-0125,PIN-2026-0125,WO-LG-2026-0125,OP060,DEF-HYD-09,Actuation Hysteresis,Actuation Hysteresis involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
126,126,126,LGACT-2026-0126,PIN-2026-0126,WO-LG-2026-0126,OP070,DEF-HYD-01,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
127,127,127,LGACT-2026-0127,PIN-2026-0127,WO-LG-2026-0127,OP080,DEF-HYD-02,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
128,128,128,LGACT-2026-0128,PIN-2026-0128,WO-LG-2026-0128,OP010,DEF-HYD-03,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Throttle Connector; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
129,129,129,LGACT-2026-0129,PIN-2026-0129,WO-LG-2026-0129,OP020,DEF-HYD-04,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
130,130,130,LGACT-2026-0130,PIN-2026-0130,WO-LG-2026-0130,OP030,DEF-HYD-05,Seal Ring Compression Damage,Seal Ring Compression Damage involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Locking Nut; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
131,131,131,LGACT-2026-0131,PIN-2026-0131,WO-LG-2026-0131,OP040,DEF-HYD-06,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
132,132,132,LGACT-2026-0132,PIN-2026-0132,WO-LG-2026-0132,OP050,DEF-HYD-07,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
133,133,133,LGACT-2026-0133,PIN-2026-0133,WO-LG-2026-0133,OP060,DEF-HYD-08,Actuation Hysteresis,Actuation Hysteresis involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Front End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
