defect_log_id,inspection_doc_id,quality_event_doc_id,component_serial_no,part_serial_no,work_order_no,op_no,defect_code,defect_name,defect_position_text,severity_code,failure_desc,find_dept_code,find_dept_name
134,134,134,LGACT-2026-0134,PIN-2026-0134,WO-LG-2026-0134,OP070,DEF-HYD-09,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Rear End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
135,135,135,LGACT-2026-0135,PIN-2026-0135,WO-LG-2026-0135,OP080,DEF-HYD-01,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
136,136,136,LGACT-2026-0136,PIN-2026-0136,WO-LG-2026-0136,OP010,DEF-HYD-02,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
137,137,137,LGACT-2026-0137,PIN-2026-0137,WO-LG-2026-0137,OP020,DEF-HYD-03,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
138,138,138,LGACT-2026-0138,PIN-2026-0138,WO-LG-2026-0138,OP030,DEF-HYD-04,Seal Ring Compression Damage,Seal Ring Compression Damage involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Throttle Connector; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
139,139,139,LGACT-2026-0139,PIN-2026-0139,WO-LG-2026-0139,OP040,DEF-HYD-05,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
140,140,140,LGACT-2026-0140,PIN-2026-0140,WO-LG-2026-0140,OP050,DEF-HYD-06,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Locking Nut; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
141,141,141,LGACT-2026-0141,PIN-2026-0141,WO-LG-2026-0141,OP060,DEF-HYD-07,Actuation Hysteresis,Actuation Hysteresis involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
142,142,142,LGACT-2026-0142,PIN-2026-0142,WO-LG-2026-0142,OP070,DEF-HYD-08,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
143,143,143,LGACT-2026-0143,PIN-2026-0143,WO-LG-2026-0143,OP080,DEF-HYD-09,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Front End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
144,144,144,LGACT-2026-0144,PIN-2026-0144,WO-LG-2026-0144,OP010,DEF-HYD-01,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Rear End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
145,145,145,LGACT-2026-0145,PIN-2026-0145,WO-LG-2026-0145,OP020,DEF-HYD-02,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
146,146,146,LGACT-2026-0146,PIN-2026-0146,WO-LG-2026-0146,OP030,DEF-HYD-03,Seal Ring Compression Damage,Seal Ring Compression Damage involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
147,147,147,LGACT-2026-0147,PIN-2026-0147,WO-LG-2026-0147,OP040,DEF-HYD-04,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
148,148,148,LGACT-2026-0148,PIN-2026-0148,WO-LG-2026-0148,OP050,DEF-HYD-05,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Throttle Connector; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
149,149,149,LGACT-2026-0149,PIN-2026-0149,WO-LG-2026-0149,OP060,DEF-HYD-06,Actuation Hysteresis,Actuation Hysteresis involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
150,150,150,LGACT-2026-0150,PIN-2026-0150,WO-LG-2026-0150,OP070,DEF-HYD-07,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Locking Nut; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
151,151,151,LGACT-2026-0151,PIN-2026-0151,WO-LG-2026-0151,OP080,DEF-HYD-08,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
152,152,152,LGACT-2026-0152,PIN-2026-0152,WO-LG-2026-0152,OP010,DEF-HYD-09,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
153,153,153,LGACT-2026-0153,PIN-2026-0153,WO-LG-2026-0153,OP020,DEF-HYD-01,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Front End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
154,154,154,LGACT-2026-0154,PIN-2026-0154,WO-LG-2026-0154,OP030,DEF-HYD-02,Seal Ring Compression Damage,Seal Ring Compression Damage involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Rear End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
155,155,155,LGACT-2026-0155,PIN-2026-0155,WO-LG-2026-0155,OP040,DEF-HYD-03,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
156,156,156,LGACT-2026-0156,PIN-2026-0156,WO-LG-2026-0156,OP050,DEF-HYD-04,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
157,157,157,LGACT-2026-0157,PIN-2026-0157,WO-LG-2026-0157,OP060,DEF-HYD-05,Actuation Hysteresis,Actuation Hysteresis involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
158,158,158,LGACT-2026-0158,PIN-2026-0158,WO-LG-2026-0158,OP070,DEF-HYD-06,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Throttle Connector; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
159,159,159,LGACT-2026-0159,PIN-2026-0159,WO-LG-2026-0159,OP080,DEF-HYD-07,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
160,160,160,LGACT-2026-0160,PIN-2026-0160,WO-LG-2026-0160,OP010,DEF-HYD-08,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Locking Nut; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
161,161,161,LGACT-2026-0161,PIN-2026-0161,WO-LG-2026-0161,OP020,DEF-HYD-09,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
162,162,162,LGACT-2026-0162,PIN-2026-0162,WO-LG-2026-0162,OP030,DEF-HYD-01,Seal Ring Compression Damage,Seal Ring Compression Damage involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
163,163,163,LGACT-2026-0163,PIN-2026-0163,WO-LG-2026-0163,OP040,DEF-HYD-02,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Front End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
164,164,164,LGACT-2026-0164,PIN-2026-0164,WO-LG-2026-0164,OP050,DEF-HYD-03,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Rear End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
165,165,165,LGACT-2026-0165,PIN-2026-0165,WO-LG-2026-0165,OP060,DEF-HYD-04,Actuation Hysteresis,Actuation Hysteresis involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
166,166,166,LGACT-2026-0166,PIN-2026-0166,WO-LG-2026-0166,OP070,DEF-HYD-05,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
167,167,167,LGACT-2026-0167,PIN-2026-0167,WO-LG-2026-0167,OP080,DEF-HYD-06,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
168,168,168,LGACT-2026-0168,PIN-2026-0168,WO-LG-2026-0168,OP010,DEF-HYD-07,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Throttle Connector; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
169,169,169,LGACT-2026-0169,PIN-2026-0169,WO-LG-2026-0169,OP020,DEF-HYD-08,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
170,170,170,LGACT-2026-0170,PIN-2026-0170,WO-LG-2026-0170,OP030,DEF-HYD-09,Seal Ring Compression Damage,Seal Ring Compression Damage involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Locking Nut; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
171,171,171,LGACT-2026-0171,PIN-2026-0171,WO-LG-2026-0171,OP040,DEF-HYD-01,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
172,172,172,LGACT-2026-0172,PIN-2026-0172,WO-LG-2026-0172,OP050,DEF-HYD-02,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
173,173,173,LGACT-2026-0173,PIN-2026-0173,WO-LG-2026-0173,OP060,DEF-HYD-03,Actuation Hysteresis,Actuation Hysteresis involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Front End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
174,174,174,LGACT-2026-0174,PIN-2026-0174,WO-LG-2026-0174,OP070,DEF-HYD-04,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Rear End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
175,175,175,LGACT-2026-0175,PIN-2026-0175,WO-LG-2026-0175,OP080,DEF-HYD-05,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
176,176,176,LGACT-2026-0176,PIN-2026-0176,WO-LG-2026-0176,OP010,DEF-HYD-06,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
177,177,177,LGACT-2026-0177,PIN-2026-0177,WO-LG-2026-0177,OP020,DEF-HYD-07,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
178,178,178,LGACT-2026-0178,PIN-2026-0178,WO-LG-2026-0178,OP030,DEF-HYD-08,Seal Ring Compression Damage,Seal Ring Compression Damage involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Throttle Connector; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
179,179,179,LGACT-2026-0179,PIN-2026-0179,WO-LG-2026-0179,OP040,DEF-HYD-09,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
180,180,180,LGACT-2026-0180,PIN-2026-0180,WO-LG-2026-0180,OP050,DEF-HYD-01,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Locking Nut; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
181,181,181,LGACT-2026-0181,PIN-2026-0181,WO-LG-2026-0181,OP060,DEF-HYD-02,Actuation Hysteresis,Actuation Hysteresis involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
182,182,182,LGACT-2026-0182,PIN-2026-0182,WO-LG-2026-0182,OP070,DEF-HYD-03,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
183,183,183,LGACT-2026-0183,PIN-2026-0183,WO-LG-2026-0183,OP080,DEF-HYD-04,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Front End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
184,184,184,LGACT-2026-0184,PIN-2026-0184,WO-LG-2026-0184,OP010,DEF-HYD-05,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Rear End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
185,185,185,LGACT-2026-0185,PIN-2026-0185,WO-LG-2026-0185,OP020,DEF-HYD-06,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
186,186,186,LGACT-2026-0186,PIN-2026-0186,WO-LG-2026-0186,OP030,DEF-HYD-07,Seal Ring Compression Damage,Seal Ring Compression Damage involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
187,187,187,LGACT-2026-0187,PIN-2026-0187,WO-LG-2026-0187,OP040,DEF-HYD-08,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
188,188,188,LGACT-2026-0188,PIN-2026-0188,WO-LG-2026-0188,OP050,DEF-HYD-09,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Throttle Connector; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
189,189,189,LGACT-2026-0189,PIN-2026-0189,WO-LG-2026-0189,OP060,DEF-HYD-01,Actuation Hysteresis,Actuation Hysteresis involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
190,190,190,LGACT-2026-0190,PIN-2026-0190,WO-LG-2026-0190,OP070,DEF-HYD-02,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Locking Nut; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
191,191,191,LGACT-2026-0191,PIN-2026-0191,WO-LG-2026-0191,OP080,DEF-HYD-03,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
192,192,192,LGACT-2026-0192,PIN-2026-0192,WO-LG-2026-0192,OP010,DEF-HYD-04,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
193,193,193,LGACT-2026-0193,PIN-2026-0193,WO-LG-2026-0193,OP020,DEF-HYD-05,Chrome Plating Scratch on Piston Rod,Chrome Plating Scratch on Piston Rod involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Chrome Plating Scratch on Piston Rod involving Front End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
194,194,194,LGACT-2026-0194,PIN-2026-0194,WO-LG-2026-0194,OP030,DEF-HYD-06,Seal Ring Compression Damage,Seal Ring Compression Damage involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Seal Ring Compression Damage involving Rear End Cap; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
195,195,195,LGACT-2026-0195,PIN-2026-0195,WO-LG-2026-0195,OP040,DEF-HYD-07,Scratch on Cylinder Barrel Inner Wall,Scratch on Cylinder Barrel Inner Wall involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Scratch on Cylinder Barrel Inner Wall involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DEPT-QA-04,Precision Machining Workshop
196,196,196,LGACT-2026-0196,PIN-2026-0196,WO-LG-2026-0196,OP050,DEF-HYD-08,Pressure Holding Leakage Rate Out of Tolerance,Pressure Holding Leakage Rate Out of Tolerance involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Pressure Holding Leakage Rate Out of Tolerance involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DEPT-QA-05,Outsourcing Quality Office
197,197,197,LGACT-2026-0197,PIN-2026-0197,WO-LG-2026-0197,OP060,DEF-HYD-09,Actuation Hysteresis,Actuation Hysteresis involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_SEV_MINOR,Actuation Hysteresis involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DEPT-QA-06,Aviation Materials Procurement Department
198,198,198,LGACT-2026-0198,PIN-2026-0198,WO-LG-2026-0198,OP070,DEF-HYD-01,Minor Leakage at Hydraulic Fitting,Minor Leakage at Hydraulic Fitting involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SEV_MAJOR,Minor Leakage at Hydraulic Fitting involving Throttle Connector; review and disposition are required according to the nonconformance process.,DEPT-QA-01,Field Support Department
199,199,199,LGACT-2026-0199,PIN-2026-0199,WO-LG-2026-0199,OP080,DEF-HYD-02,Excessive Trunnion Bushing Clearance,Excessive Trunnion Bushing Clearance involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_SEV_CRITICAL,Excessive Trunnion Bushing Clearance involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DEPT-QA-02,Quality Management Department
200,200,200,LGACT-2026-0200,PIN-2026-0200,WO-LG-2026-0200,OP010,DEF-HYD-03,Loose Displacement Sensor Bracket,Loose Displacement Sensor Bracket involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SEV_WARN,Loose Displacement Sensor Bracket involving Locking Nut; review and disposition are required according to the nonconformance process.,DEPT-QA-03,Hydraulic Assembly Workshop
